participant_id,text,chunk_id,label_debug,y,split
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00000.flac,i wanted this to share a few things but i'm going to not share as much as i wanted to share because we are starting late i'd like to get this thing going so we all get home at a decent hour this this election is very important to,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00001.flac,state we support agriculture to the tune of point four percent no way i made a mistake this year they lowered it from point four percent to point three eight percent and in the same breath they're saying food,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00002.flac,security so it doesn't feel very secure to me as a farmer to hear that and my family and i we've been farming here since nineteen ninety,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00003.flac,three and we produce last year we produce twenty one thousand pounds of food for the community on two thousand square feet so unless we were that efficient to produce that much food ,0,CIND,1,val
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00004.flac,commons here in the spirit of being able to grow our food here locally so we started as an organization in actually in two thousand and nine but really in two thousand and ten march of two thousand and ten we had our first meeting,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00005.flac,on maui and now we have ten chapters across the islands and about nine hundred members so we are growing exponentially and we're fortunate to know that we have not only,0,AD,1,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00006.flac,farmers but gardeners and foodies alike who value our mission and what we're what we're about in rejuvenating our lands and also at the same time advocating for our local food production so what we've done as an,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00007.flac,organisation is put together a five point plan you'll hear about that five point plan tonight in our questions and that five point plan basically deals with the whole system of agriculture what makes up the whole system of agriculture and as we see it is,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00008.flac,at forty years old getting into farming didn't know what i was doing i was a gardener you know but i had the passion and that's what i still have today and that's what's can sustain our family farm along with my wife's passion and our son who works full time on the farm and our,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00009.flac,daughter who came out of it actually she designs and fabricate her own women's swimwear line so here she grew up in a farm family knew about being an entrepreneur and she went and got to go work for somebody else you know and design,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00010.flac,has her own business in that respect so there's a lot of benefits to our economy that represents a family farm the multiplier effect we like to call it so outside of work workforce development we support agricultural land trust we,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00011.flac,get out once they get it and that would be enforced in a way that we wouldn't have any quote unquote gentleman estates they would be active farms and so we have a man in our organization who's actually a board member of our five hundred one c three foundation tailbone our has been,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00012.flac,advocating advocating and working on developing that third thing is new treat recycling centers we're developing and advocating for those in our regions c the reason why we have so many chapters is because we want to,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00013.flac,build our agricultural strength regionally we want to you know when you're growing things in hama it's a lot different than you're growing in line where james is right now you know and so each region has its own issues and its own challenges and its own benefits,0,AD,1,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00014.flac,and we want to highlight those and bring that to where we can have a supportive system in place so nutrient recycling our nutrients back on to the land to rejuvenate the soils that have been depleted by plantation agriculture over a long period of time,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00015.flac,is an important aspect of what we represent and the fourth thing is food hubs have aggregates places where we can as farmers bring all our produce and then have that aggregate out whether it's fresh and ,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00016.flac, and it's so beautiful to see these kind of farms these boutique farms springing up all over the place so it's important that we support our farmers first and foremost making a living at what they love to do and secondly to put across,0,CIND,1,val
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00017.flac,five point plan and you the folks that are running for office they can get into office to support us in this respect because we're poised to work with anyone who is willing to work with us so on that note i'd like to introduce our first,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00018.flac,but domestic violence doesn't happen in a vacuum it's a lot of the community issues things like poverty homelessness housing all the different effects of of you know living on an island community and the cost of living and all those kinds,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00019.flac,i know on a very small scale what farmers experience on a large scale aside from the having to make a living at it so i'm not doing it on that level i'm just trying to raise enough tomatoes for my grandson,0,CIND,1,val
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00020.flac,to eat every morning so i am here mostly to learn to i'm glad to know that the white farmers union is relatively young and so i'm not too far behind the curve and i'm grateful to be,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00021.flac,development sorry for the false start on that and there are comment on that is that with the average age of farmers in hawaii it at sixty we can all agree we need to grow a new generation of farmers equipped with the skills to create successful farming,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00022.flac,also having gotten grants from the county i know that they have a lot of requirements but i think when you're looking at a program like this you're looking at something new and something different so i think everyone could come with a different set of,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00023.flac,goals and they might all be very very worthy right because you might have somebody who's trying to create a farm you might have somebody who are who has a farm was trying to get a bigger farm you might have somebody with a big farm that's trying to invest in and infrastructure more,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00024.flac, equipment or something like that so i think those kinds of grants shouldn't be too restrictive because you need to be able to be creative with new projects so i would support that because i think the need is here and it's huge,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00025.flac,question and the statement and i think of the programs that we have in place programs that we grew up with like f if a and things like that i noticed as an adult i don't see as much participation when we were in,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00026.flac,much anymore and that's something that we need to start to support more in our schools to support our fund i'd like to see that apprenticeship programs incorporate alternative farming practices i,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00027.flac,you would want a beginning farmer program to have in order to win your support absolutely absolutely in my thoughts in a farm apprenticeship program in any apprenticeship program is importance of diversity in their training as a young farmer,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00028.flac,diversity in pest control in soil maintenance which is a big issue that will be discussing in a little bit and especially i think a lot of people when they think about farm apprenticeships they think about manual labor so i that's why i would like to see more training and,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00029.flac,more education in the program so that the farmers that we produce are going to be able to accept and be able to deal with some of the change in diversity in the market thank,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00030.flac,thank you all our next question is strangely enough on the same theme only it's about nutrient cycling centers and soil health and regenerative agriculture so our lead in comment currently many of our hawaii,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00031.flac,farmers months purchased imported nutrient farm amendments is an expense for farmers that's passed down to the consumer in the meantime we accept twenty thousand tons of food waste at the maui county dump that could,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00032.flac,one of the barriers is definitely that many of our leaders are not maybe not privy to the background of all the different farming,0,NC,0,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00033.flac,practices in the last two years of my degree i focused on the anthropology of agriculture and how different countries throughout the world are now reverting back to their indigenous agriculture systems in brazil,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00034.flac,in korea and learning that the system that worked all along was the best system for the place which makes perfect sense but we've been i think in a in a place where we've,0,AD,1,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00035.flac,we have multiple hotels here who do these huge catering jobs and have all this extra food and i actually know that because sometimes the food ends about our shelter when it's good but you know there's all this byproduct you know when you're prepping food,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00036.flac,all that stuff there's so much food just from the hotels and catering companies that could end up in composting that makes perfect sense to me i think part of the problem and the barrier is that we similar ,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00037.flac,we don't know better yet like we're just learning about that that we could take all that food and turn it into wonderful rich soil is it's not a new concept by any means is a very old concept but we've gotten used to doing,0,AD,1,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00038.flac,educate us as county council and as leaders throughout the state about the importance of that thank you thank you very much all of you thank you i don't know if we mention this this race actually has four people running but we,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00039.flac,we need an empty seat ok food helps across the nation food hubs are becoming solutions for centralizing food processing and distribution increasing food production capabilities for small farmers by paving the way for,0,CIND,1,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00040.flac,cooperatives our five point plan is working with the state wide farm to school initiative for growing food for the dio we school lunch program all three of you you have one minute please describe benefits you can imagine,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00041.flac,for the citizens of maui that would result from the maui county facilitating in funding a food hub let me repeat that please describe benefits you can imagine for the citizens of maui that would result from maui county,0,AD,1,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00042.flac,fishermen up there selling for fresh fish you've got people growing and cooking with their own food and and selling wonderful fresh food at the market so something like that i i also think that oh and one of the biggest things that,0,AD,1,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00043.flac,happened for my family is this fresh eggs you know getting our gannett eggs that cost goes great by getting locally grown eggs that are all different sizes and colors and and when there's a huge difference so that was an,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00044.flac,education for me and you know one of my things that i'm i keep saying is you know i grew up in a time where things were different and going to the supermarket became a luxury and that if you had any status you go to the market you don't have to have your own chickens but we're reclaiming that now and i think,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00045.flac,and what happened people grew their own food people worked on barter systems people were able to have their own food hubs in their communities where they were able to trade and barter their goods for the things they needed why do i think food hubs are important because a food hub for sustainable,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00046.flac,training that would be involved with that education for these people this is part of the five point plan for the farmers union in my mind to bring apart this new change in our agricultural system and how we view our food how what we eat and how we eat it so i would be completely,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00047.flac,for developing these food hubs for the idea of training apprenticeship programs bringing healthy food into our community and developing through the county of maui ways that we can use and certify these are getting farms so that a food can be given,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00048.flac,so we're going to switch to policy a little bit and we're going to have a separate question for each of you we have specific questions with each of you in mind our topic is the farm land zoning and affordable land trusts in other words,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00049.flac,this you have two minutes so here's your question our organization supports the concepts of farmers living on the land they farm and lease through an agricultural land trust what,0,AD,1,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00050.flac,ideas would you propose in moving in this direction so that it would be actualized in other words how can we make it so that people can lease farm lands and actually live on them it's a wonderful question it's interesting thing is i think we're looking at,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00051.flac,housing start developing more sustainable lands that these farmers are actually putting more interest into their land as they're developing the cost and the resources that they can be gained from that as we're developing that we need to look i think we need to look at that,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00052.flac,community is to start getting on some big business to say what is your plan especially alexander bald how are you planning on developing this for as you they have stated for use for individual farmland once that is together then i think we can move forward as a group towards a project to,0,CIND,1,val
